well_id,well_name,long,lat,aquifer_id,gse
6171340005,Well #6171340005,-70.43124712,18.35177457,3,212.0
6171340004,Well #6171340004,-70.43230405,18.35257083,3,213.5
6171340010,Well #6171340010,-70.47687354,18.35257392,3,139.0
6171340011,Well #6171340011,-70.47152793,18.35490137,12,141.5
6171340017,Well #6171340017,-70.49026683,18.35630986,3,139.0
3002,Well #3002,-70.82566131,18.35969684,4,7.5
1304,Well #1304,-68.84050088,18.36431419,7,3.0
6171340006,Well #6171340006,-70.43813202,18.3707164,3,281.0
6172210002,Well #6172210002,-70.18703655,18.37187845,12,138.5
3066,Well #3066,-70.83812766,18.37538737,4,18.5
6171340019,Well #6171340019,-70.46906538,18.37700411,12,172.5
3027,Well #3027,-70.56853002,18.38638433,3,22.0
6171340018,Well #6171340018,-70.4705681,18.38680547,12,176.5
1099,Well #1099,-68.61800588,18.38704512,7,78.5
3016,Well #3016,-70.75213949,18.38749213,4,11.5
3026,Well #3026,-70.56666836,18.38983318,3,28.5
3021,Well #3021,-70.84972243,18.39786122,4,35.5
5871260001,Well #5871260001,-71.57140469,18.40179646,5,-32.0
6171340007,Well #6171340007,-70.41727351,18.40657425,12,508.5
1265,Well #1265,-69.09184179,18.40819443,7,5.5
3007,Well #3007,-70.81150668,18.40861905,4,31.0
6171220029,Well #6171220029,-70.11764745,18.41099442,12,59.0
3061,Well #3061,-70.71741845,18.41717253,4,14.0
6171220012,Well #6171220012,-70.13940518,18.41860975,12,59.0
6171220011,Well #6171220011,-70.13964209,18.41864448,12,60.5
617122007,Well #617122007,-70.13982345,18.41886931,12,60.5
6171220008,Well #6171220008,-70.13954158,18.41919632,12,59.0
6171220006,Well #6171220006,-70.14242966,18.41927838,12,67.5
6171220009,Well #6171220009,-70.14035657,18.41931795,12,60.5
6171220010,Well #6171220010,-70.14050858,18.41939837,12,61.5
6171220013,Well #6171220013,-70.13707231,18.41945512,12,55.0
3030,Well #3030,-70.60054125,18.41954872,4,3.0
6171220014,Well #6171220014,-70.1355424,18.42003359,12,57.5
6171310003,Well #6171310003,-70.47395702,18.42024803,12,218.5
6171220005,Well #6171220005,-70.14199658,18.42107931,12,62.5
6171310001,Well #6171310001,-70.47710044,18.42142537,12,218.5
3028,Well #3028,-70.5972493,18.42183528,4,5.0
6171310004,Well #6171310004,-70.47933224,18.4222664,12,217.0
1100,Well #1100,-68.68278959999999,18.42241294,7,64.0
6171310002,Well #6171310002,-70.47296611,18.42283093,12,230.5
6171220015,Well #6171220015,-70.14171592,18.42302391,12,64.5
6171220016,Well #6171220016,-70.14313611,18.42303344,12,65.0
1084,Well #1084,-69.55961367,18.42320913,7,11.5
6171310006,Well #6171310006,-70.48031557,18.4232346,12,220.5
SU-353702,Well #SU-353702,-68.66009094,18.4233046,7,49.5
6171220017,Well #6171220017,-70.14379346,18.42365302,12,68.5
6171220004,Well #6171220004,-70.15583834,18.42397771,12,95.0
6171220020,Well #6171220020,-70.14269362,18.42484346,12,69.5
3009,Well #3009,-70.83202998,18.42513614,4,55.5
6171310007,Well #6171310007,-70.48384492,18.42524915,12,231.5
617131007,Well #617131007,-70.48384492,18.42524915,12,231.5
6171220003,Well #6171220003,-70.15649117,18.42532925,12,94.0
6171220002,Well #6171220002,-70.15433668,18.42594782,12,91.0
6171220018,Well #6171220018,-70.14247589,18.42628162,12,69.5
6171310008,Well #6171310008,-70.47826941,18.42639501,12,236.0
6171220001,Well #6171220001,-70.15029709999999,18.42641513,12,79.5
5870330007,Well #5870330007,-71.78875361,18.42686692,5,23.0
5870330009,Well #5870330009,-71.78516612,18.42732594,5,18.0
5870330008,Well #5870330008,-71.78497972,18.42750024,5,18.0
6171220021,Well #6171220021,-70.14106575,18.42779924,12,69.5
5870330010,Well #5870330010,-71.78465698,18.42801967,5,15.5
5065,Well #5065,-71.78029498,18.43032299,5,14.5
6171224003,Well #6171224003,-70.11411779,18.43034501,12,42.0
5870330005,Well #5870330005,-71.80449794,18.4305266,5,47.0
6171222000,Well #6171222000,-70.11460477,18.43098377,12,41.5
6171220027,Well #6171220027,-70.11544803,18.43107822,12,37.0
5870330006,Well #5870330006,-71.79575637,18.43109807,5,27.0
6171220019,Well #6171220019,-70.15399832,18.43199547,12,80.0
3899,Well #3899,-70.65452194,18.43214199,4,10.5
6171210002,Well #6171210002,-70.1669122,18.43333529,12,95.5
6171210004,Well #6171210004,-70.16546566,18.43364239,12,96.5
5870330004,Well #5870330004,-71.80668985,18.43384413,5,49.5
6171220022,Well #6171220022,-70.16009039,18.43402775,12,90.5
6171230009,Well #6171230009,-70.11021227,18.43403685,12,41.5
6171210005,Well #6171210005,-70.16605887,18.43456049,12,100.0
3037,Well #3037,-70.61062263,18.4348236,4,34.5
6171220023,Well #6171220023,-70.16067496,18.43507244,12,93.5
587133002,Well #587133002,-71.81002151,18.43510408,5,55.5
6171220024,Well #6171220024,-70.10926448,18.43536178,12,43.0
6171220041,Well #6171220041,-70.10668112,18.43559374,12,44.0
6171220026,Well #6171220026,-70.11625425,18.43570035,12,41.5
5871330003,Well #5871330003,-71.80932038,18.43678492,5,54.0
6171220042,Well #6171220042,-70.10827443,18.43748219,12,47.5
6171220028,Well #6171220028,-70.11769711,18.43773418,12,40.0
3059,Well #3059,-70.65325767,18.43852283,4,21.5
6171330001,Well #6171330001,-70.25922464,18.438601,12,164.0
SU-343801,Well #SU-343801,-68.66997561,18.43865972,7,50.0
6171220040,Well #6171220040,-70.10636952,18.43868617,12,53.5
6171210001,Well #6171210001,-70.17149443,18.43888272,12,102.5
6171210006,Well #6171210006,-70.18358704,18.43911493,12,136.5
6171220031,Well #6171220031,-70.12044707,18.43983259,12,41.5
3898,Well #3898,-70.65156719,18.43993801,4,23.5
6171220030,Well #6171220030,-70.11813036,18.44030713,12,43.5
1248,Well #1248,-69.30019781,18.44051686,7,5.0
6171220025,Well #6171220025,-70.11055837,18.44074922,12,65.0
6171210003,Well #6171210003,-70.17215682,18.44161675,12,109.5
3033,Well #3033,-70.61637399,18.44245474,4,49.0
6171210012,Well #6171210012,-70.17312833,18.44246019,12,118.0
nuevo,Well #nuevo,-68.69443809,18.44285821,7,61.5
6171210010,Well #6171210010,-70.21661682,18.44379484,12,267.0
617120009,Well #617120009,-70.21679875,18.44408284,12,266.5
1249,Well #1249,-69.29712709,18.44458885,7,4.0
6171230002,Well #6171230002,-70.12094501,18.44507101,12,45.5
617122033,Well #617122033,-70.11987585,18.44665877,12,48.5
3054,Well #3054,-70.74800576,18.44670849,4,59.5
3042,Well #3042,-70.62399798,18.44781081,4,53.5
SU-313907,Well #SU-313907,-68.69699386,18.44890881,7,59.0
SU-373901,Well #SU-373901,-68.64763339,18.44944718,7,70.5
1207,Well #1207,-69.18751662,18.45060365,7,9.0
6171210011,Well #6171210011,-70.21524187,18.45158415,12,242.0
6171210008,Well #6171210008,-70.19501262,18.45242658,12,164.0
SU-324003,Well #SU-324003,-68.68866077,18.45371263,7,57.0
6171210007,Well #6171210007,-70.17589809,18.45710055,12,150.0
SU-324002,Well #SU-324002,-68.68759238,18.45795878,7,58.5
6171220036,Well #6171220036,-70.11440966,18.46092397,12,62.0
6171220035,Well #6171220035,-70.11210095,18.46121767,12,63.5
SU-344103,Well #SU-344103,-68.66883975,18.46309674,7,59.0
SU-364101,Well #SU-364101,-68.65211289,18.46353677,7,63.5
SU-354102,Well #SU-354102,-68.66119271,18.46506257,7,61.5
SU-344102,Well #SU-344102,-68.67363608,18.46601532,7,56.5
SU-354103,Well #SU-354103,-68.64866947,18.46619664,7,63.0
6171220038,Well #6171220038,-70.11207367,18.46727251,12,68.0
6171220037,Well #6171220037,-70.10967871,18.4674221,12,63.5
6071320001,Well #6071320001,-70.89603005,18.46798052,6,111.0
SU-354101,Well #SU-354101,-68.66124379,18.467991,7,56.5
SU-334101,Well #SU-334101,-68.68015805,18.46803289,7,54.0
SU-374202,Well #SU-374202,-68.64488665,18.46803336,7,63.5
6171220034,Well #6171220034,-70.15441233,18.46986592,12,242.0
SU-374201,Well #SU-374201,-68.64354584,18.47062477,7,57.5
1208,Well #1208,-69.14208197,18.47956529,7,72.0
1541,Well #1541,-69.49728511,18.48054752,7,47.0
6171230001,Well #6171230001,-70.06633126,18.48075643,7,14.0
1096,Well #1096,-69.32442235,18.4811484,7,16.0
5002,Well #5002,-71.42385529,18.48262809,5,23.5
1201,Well #1201,-68.71535597,18.48392377,7,51.5
1302,Well #1302,-68.78733311,18.49396021,7,77.0
6071210001,Well #6071210001,-70.73749087,18.49586435,12,211.0
1400,Well #1400,-69.60058934,18.49809777,7,29.0
5871330001,Well #5871330001,-71.82210262,18.4981394,5,-10.0
5971160001,Well #5971160001,-71.04208152,18.50188334,6,123.5
5871460004,Well #5871460004,-71.81606157,18.50373738,5,-28.0
1542,Well #1542,-69.58261117,18.50402853,7,27.5
6071160001,Well #6071160001,-70.50789372,18.50479056,12,447.0
5871160001,Well #5871160001,-71.5703387,18.51002805,5,-33.0
6071150004,Well #6071150004,-70.59437392,18.51430948,12,695.5
5971440004,Well #5971440004,-71.44652201,18.51639446,6,166.0
5971440002,Well #5971440002,-71.44567964,18.519738,6,181.5
5971440001,Well #5971440001,-71.44630656,18.51988342,6,181.0
6071160008,Well #6071160008,-70.50664417,18.5200075,12,423.5
6171460001,Well #6171460001,-70.30062781,18.52017269,12,384.5
6071150001,Well #6071150001,-70.58710707,18.52019843,12,644.0
6071150002,Well #6071150002,-70.59259312,18.52042335,12,699.0
6071150003,Well #6071150003,-70.58930697,18.52662215,12,560.5
5871140014,Well #5871140014,-71.73389429,18.52720199,5,-37.5
6071160002,Well #6071160002,-70.51408296,18.52793555,12,436.5
5871140013,Well #5871140013,-71.73338212,18.52832911,5,-37.5
6071450004,Well #6071450004,-70.82011614,18.52857855,12,248.0
6071160003,Well #6071160003,-70.52836669,18.52897712,12,521.0
6071450003,Well #6071450003,-70.86470084,18.52905628,6,210.0
5871140012,Well #5871140012,-71.73307298,18.52912821,5,-36.0
5871140011,Well #5871140011,-71.73277143,18.52980982,5,-35.5
5871140016,Well #5871140016,-71.73262388,18.53005576,5,-36.0
5871140010,Well #5871140010,-71.73290809,18.53006971,5,-35.0
5871140015,Well #5871140015,-71.73249441,18.53084323,5,-37.0
1310,Well #1310,-68.8981438,18.53156056,7,86.0
6071450002,Well #6071450002,-70.86488617,18.53217128,12,211.5
6071160004,Well #6071160004,-70.53911805,18.53220589,12,509.0
5971440003,Well #5971440003,-71.45725058,18.5324487,6,327.5
5971440006,Well #5971440006,-71.44522644,18.53313763,6,249.0
1385,Well #1385,-69.81815275,18.53343203,7,16.0
6071450001,Well #6071450001,-70.86236242,18.53438248,12,220.0
6071160005,Well #6071160005,-70.54090334,18.53693498,12,544.5
5871150001,Well #5871150001,-71.58181009,18.53829158,6,124.5
6071450006,Well #6071450006,-70.85923403,18.54024043,12,229.0
6071450005,Well #6071450005,-70.86024854,18.54033885,12,230.0
5971450001,Well #5971450001,-71.35225196,18.5425196,6,232.0
6171440028,Well #6171440028,-70.48120054,18.54720727,12,556.0
6171440027,Well #6171440027,-70.46162318,18.54768513,12,757.5
6171440026,Well #6171440026,-70.48204965,18.54899871,12,550.0
5971140002,Well #5971140002,-71.19804751,18.54906605,6,267.5
5971140001,Well #5971140001,-71.19852593,18.54944888,6,270.0
6171440025,Well #6171440025,-70.48362689,18.5495375,12,558.0
5871460003,Well #5871460003,-71.81942141,18.54989954,6,-29.5
5971440005,Well #5971440005,-71.40343517,18.55017509,6,363.5
5971440007,Well #5971440007,-71.40343517,18.55017509,6,363.5
5871460002,Well #5871460002,-71.82102966,18.55040823,6,-28.5
5871460001,Well #5871460001,-71.82087128,18.5505641,6,-27.5
6171440024,Well #6171440024,-70.48232978,18.55072233,12,557.5
6171440022,Well #6171440022,-70.47780983,18.55169748,12,578.0
6171440023,Well #6171440023,-70.47987711,18.55193429,12,561.0
6171440021,Well #6171440021,-70.47900274,18.55270917,12,569.5
1202,Well #1202,-68.59726531,18.55284997,7,71.5
5871450005,Well #5871450005,-71.83563956,18.55286187,6,-33.0
6171440018,Well #6171440018,-70.48076923,18.55321939,12,560.0
6171440032,Well #6171440032,-70.47793464,18.55409097,12,580.5
5971140003,Well #5971140003,-71.20923271,18.55427379,6,290.0
1042,Well #1042,-69.7415012,18.55453466,7,19.0
6171440020,Well #6171440020,-70.48106512,18.55457243,12,560.5
5871450002,Well #5871450002,-71.83251059,18.55485919,6,-27.5
5871450001,Well #5871450001,-71.83288493,18.55516959,6,-28.0
5871450003,Well #5871450003,-71.83421595,18.55551077,6,-30.0
6171440019,Well #6171440019,-70.48042905,18.55551713,12,564.0
6171440017,Well #6171440017,-70.48001479999998,18.55581856,12,566.5
587145004,Well #587145004,-71.83435934,18.55616775,6,-29.0
6171440034,Well #6171440034,-70.47662341,18.55694748,12,591.0
6171440011,Well #6171440011,-70.48713656,18.55771428,12,504.5
6171440009_D,Well #6171440009_D,-70.48596485,18.55806686,12,520.5
6171440010,Well #6171440010,-70.48597487,18.55813003,12,520.0
6171440033,Well #6171440033,-70.47989467,18.55836756,12,564.5
6171440035,Well #6171440035,-70.47583101,18.55844457,12,595.5
6171440042,Well #6171440042,-70.49101168,18.55884027,12,475.0
6171440036,Well #6171440036,-70.47367939,18.5594282,12,620.0
6171440012,Well #6171440012,-70.48831791,18.55956631,12,487.0
6171440031,Well #6171440031,-70.47750842,18.55960608,12,582.5
6071160009,Well #6071160009,-70.50235197,18.55992495,12,439.0
5871140001,Well #5871140001,-71.69761941,18.56032216,6,-44.0
6171440040,Well #6171440040,-70.48081217,18.5603934,12,571.0
6171440013,Well #6171440013,-70.48762957,18.56103552,12,486.5
6171440037,Well #6171440037,-70.47243539,18.56129927,12,619.5
6171440039,Well #6171440039,-70.48063096,18.561352600000006,12,573.5
5871140002,Well #5871140002,-71.69766105,18.56176638,6,-35.0
6171440016,Well #6171440016,-70.48045556,18.56188708,12,576.0
6171440043,Well #6171440043,-70.49813491,18.56196439,12,461.0
6171440015,Well #6171440015,-70.48009031,18.56237788,12,579.0
6171440030,Well #6171440030,-70.47400007,18.56257012,12,605.5
1390,Well #1390,-69.7524748,18.56394689,7,31.0
1538,Well #1538,-69.27293128,18.56437977,7,44.0
6171440029,Well #6171440029,-70.47386424,18.56440543,12,601.0
6171440038,Well #6171440038,-70.47256681,18.56446978,12,603.0
1058,Well #1058,-69.62973395,18.56714144,7,24.5
5871140017,Well #5871140017,-71.73191288,18.56746778,6,7.0
6171440041,Well #6171440041,-70.47188752,18.56811647,12,620.5
5871140009,Well #5871140009,-71.72990566,18.56866171,6,28.0
5871140008,Well #5871140008,-71.72933869,18.56873313,6,29.5
5871140004,Well #5871140004,-71.7299203,18.56898658,6,23.0
5871140007,Well #5871140007,-71.7292198,18.56899672,6,24.0
5871140006,Well #5871140006,-71.72924992,18.56910464,6,23.5
5871140005,Well #5871140005,-71.72971406,18.56911598,6,25.5
6171440007,Well #6171440007,-70.45400317,18.56965572,12,740.0
6171160003,Well #6171160003,-70.04278997,18.57194371,7,17.5
1287,Well #1287,-69.17532872,18.57217806,7,25.0
5056,Well #5056,-71.73335372,18.57232302,6,36.5
6171160002,Well #6171160002,-70.04093883,18.57295703,7,17.5
6171440002,Well #6171440002,-70.46218909999997,18.57297181,12,742.0
6171160001,Well #6171160001,-70.04109861,18.57430264,7,21.0
6071160006,Well #6071160006,-70.50403564,18.574748,12,522.0
6171440006,Well #6171440006,-70.44884855,18.57521625,12,714.5
6171130004,Well #6171130004,-70.05481848,18.57560001,7,30.0
6171160005,Well #6171160005,-70.0615571,18.57730631,7,25.5
6171440003,Well #6171440003,-70.45765293,18.57769648,12,676.5
5871140003,Well #5871140003,-71.73025799999998,18.57770454,6,67.5
6071160007,Well #6071160007,-70.50616568,18.57886027,12,538.5
6171440008,Well #6171440008,-70.45035811,18.57893642,12,664.5
6171160006,Well #6171160006,-70.06264928,18.57922501,7,38.0
6171440009,Well #6171440009,-70.45884098,18.57924144,12,672.5
6171440004,Well #6171440004,-70.46450937,18.5795047,12,693.5
617144000,Well #617144000,-70.45753718,18.57968524,12,661.0
1057,Well #1057,-69.6501578,18.58017673,7,25.5
6171440005,Well #6171440005,-70.45042589,18.58022801,12,651.5
6171410001,Well #6171410001,-70.45899586,18.58074017,12,665.0
6171410003,Well #6171410003,-70.46054077,18.58079146,12,671.0
6171410028,Well #6171410028,-70.49506124,18.58106299,12,546.5
6171410002,Well #6171410002,-70.45921762,18.58119024,12,668.0
6171410007,Well #6171410007,-70.45756379,18.5817,12,660.0
6171410012,Well #6171410012,-70.45101845,18.58194928,12,643.5
6171410022,Well #6171410022,-70.44223498,18.58197151,12,631.0
6171410008,Well #6171410008,-70.46068596,18.58226316,12,680.0
6171130007,Well #6171130007,-70.02879940000001,18.58233167,7,18.5
6171410006,Well #6171410006,-70.4573799,18.58236103,12,660.5
6171410013,Well #6171410013,-70.45019958,18.58259713,12,640.5
617140005,Well #617140005,-70.45726943,18.58274139,12,660.5
6171410004,Well #6171410004,-70.45822669,18.58277013,12,665.0
6171410014,Well #6171410014,-70.44900751,18.58281412,12,640.0
6171410010,Well #6171410010,-70.46365887,18.58309849,12,697.0
6071130001,Well #6071130001,-70.50085065,18.58323974,12,559.5
6071410003,Well #6071410003,-70.99572303,18.58340158,12,209.5
6171410009,Well #6171410009,-70.45995686,18.58343442,12,673.5
6171410029,Well #6171410029,-70.49424093,18.58369886,12,552.5
6171130001,Well #6171130001,-70.06273459,18.58381524,7,70.0
6171410015,Well #6171410015,-70.44906375,18.58386183,12,639.0
6171410011,Well #6171410011,-70.46725698,18.58391084,12,723.0
6171410023,Well #6171410023,-70.44082201,18.58521713,12,649.5
6171120001,Well #6171120001,-70.07133862,18.58522147,7,74.0
6171130002,Well #6171130002,-70.0626498,18.58542428,7,77.0
6171410030,Well #6171410030,-70.49382368,18.58583457,12,558.0
6171410019,Well #6171410019,-70.45405773,18.58614556,12,647.0
6171410016,Well #6171410016,-70.45529941,18.58619019,12,645.5
6171130004_D,Well #6171130004_D,-70.06843909,18.58679226,7,67.5
6171410017,Well #6171410017,-70.45598713,18.58683545,12,651.0
6171410018,Well #6171410018,-70.45390777,18.5874569,12,664.5
6171410021,Well #6171410021,-70.45888323,18.58754495,12,665.5
6071420001,Well #6071420001,-70.89922552,18.58760587,12,315.0
6171130003,Well #6171130003,-70.06837923,18.58783183,7,75.0
6171410020,Well #6171410020,-70.45810164,18.58812025,12,668.5
6171130005,Well #6171130005,-70.06739039,18.58883149,7,84.0
1532,Well #1532,-69.32794439,18.58959852,7,41.0
587142004,Well #587142004,-71.90892983,18.58966673,6,6.0
6171410037,Well #6171410037,-70.48863421,18.59164037,12,565.5
5971110005_D,Well #5971110005_D,-71.24135597,18.5918949,6,442.5
5971110006,Well #5971110006,-71.24196377,18.59201412,6,444.0
5971110007,Well #5971110007,-71.24291501,18.59231893,6,444.0
6171410031,Well #6171410031,-70.49425947,18.5923458,12,586.5
5971110008,Well #5971110008,-71.24072814,18.59241722,6,438.0
5871420001,Well #5871420001,-71.90189199,18.59285413,6,4.0
5871420002,Well #5871420002,-71.90013296,18.59298055,6,11.5
6171410032,Well #6171410032,-70.49418033,18.59413548,12,601.0
6171410036,Well #6171410036,-70.4944059,18.59501014,12,611.5
5871410001,Well #5871410001,-71.91968892,18.59539595,6,23.0
5871420003,Well #5871420003,-71.90291019,18.59594434,6,6.0
6171410035,Well #6171410035,-70.49287033,18.59604334,12,618.0
5871410002,Well #5871410002,-71.92617711,18.59829273,6,38.5
5061,Well #5061,-71.93499837,18.59863391,6,68.0
587112001,Well #587112001,-71.6444593,18.59865946,6,248.0
6071130003,Well #6071130003,-70.50426569,18.5987989,12,645.0
5871410003,Well #5871410003,-71.92815938,18.59903836,6,45.0
6071130002,Well #6071130002,-70.50416701,18.59943218,12,650.5
5871410004,Well #5871410004,-71.95943378,18.60009312,5,37.5
607I410003,Well #607I410003,-70.93161678,18.60190258,6,307.0
6171440014,Well #6171440014,-70.47676006,18.60251336,12,863.0
6071410002,Well #6071410002,-70.93302681,18.60259276,6,305.0
6071410001,Well #6071410001,-70.93853452,18.60369248,6,296.5
6171410027,Well #6171410027,-70.46110345,18.60455105,12,618.0
6171410024,Well #6171410024,-70.42309356,18.60465238,12,567.0
6071410005,Well #6071410005,-70.93789557,18.60499995,6,297.0
6171410034,Well #6171410034,-70.49237368,18.60538107,12,713.5
6171410033,Well #6171410033,-70.49227244,18.60572522,12,715.5
6471110001,Well #6471110001,-68.70226814,18.60804095,7,81.0
6071410004,Well #6071410004,-70.92845073,18.60849369,6,320.0
6171410025,Well #6171410025,-70.4342802,18.60854326,12,604.5
5871410005,Well #5871410005,-71.96182371,18.60906586,5,33.5
6171410026,Well #6171410026,-70.45308474,18.61218504,12,598.5
1329,Well #1329,-68.54734741,18.6169057,7,97.5
6171410005,Well #6171410005,-70.44444816,18.62080837,12,581.5
